Timestamp,Temperature,Humidity,CO2,Pressure
1441106971,27.8,64,336,1013.4
1441107275,27.8,64,331,1013.7
1441107579,27.7,65,328,1013.4
1441107883,27.7,65,328,1013.4
1441108184,27.7,65,321,1013.4
1441108489,27.7,65,330,1013.5
1441108789,27.7,65,338,1013.5
1441109092,27.7,65,322,1013.5
1441109393,27.7,65,323,1013.6
1441109697,27.7,65,321,1013.6
1441109998,27.7,65,312,1013.6
1441110302,27.7,65,319,1013.7
1441110606,27.7,65,315,1013.7
1441110910,27.7,65,318,1013.7
1441111211,27.7,65,318,1013.7
1441111511,27.7,65,311,1013.6
1441111811,27.7,65,301,1013.8
1441112113,27.7,65,311,1013.7
1441112418,27.7,65,309,1013.6
1441112717,27.7,65,302,1013.8
1441113017,27.7,66,298,1013.7
1441113319,27.7,66,300,1013.6
1441113619,27.7,66,288,1013.5
1441113920,27.7,66,287,1013.4
1441114224,27.7,66,289,1013.4
1441114523,27.7,66,288,1013.3
1441114827,27.7,66,289,1013.2
1441115132,27.7,66,288,1013.2
1441115433,27.7,66,291,1013.3
1441115736,27.7,66,284,1013.2
1441116037,27.7,66,282,1013.2
1441116337,27.7,66,283,1013.3
1441116641,27.7,66,281,1013.4
1441116945,27.7,66,281,1013.3
1441117246,27.7,66,276,1013.4
1441117546,27.7,66,271,1013.3
1441117846,27.7,66,275,1013.3
1441118147,27.7,66,261,1013.2
1441118451,27.7,66,274,1013.4
1441118755,27.7,66,271,1013.3
1441119056,27.7,66,269,1013.2
1441119356,27.7,66,268,1013.2
1441119660,27.7,66,270,1013.1
1441119960,27.7,66,270,1013.3
1441120264,27.7,66,263,1013.2
1441120565,27.7,66,267,1013.1
1441120865,27.7,66,263,1013.1
1441121165,27.7,66,263,1013.2
1441121465,27.7,66,258,1013.2
1441121766,27.7,66,267,1013.1
1441122070,27.7,66,255,1013
1441122374,27.7,66,258,1013
1441122674,27.7,66,242,1013
1441122974,27.7,66,269,1013.1
1441123275,27.7,66,256,1013.1
1441123575,27.7,66,260,1013.1
1441123879,27.7,66,253,1013.1
1441124180,27.7,66,253,1013.2
1441124480,27.7,66,252,1013.1
1441124781,27.7,66,248,1013.2
1441125085,27.7,66,252,1013.2
1441125385,27.7,66,253,1013.2
1441125685,27.7,66,255,1013.2
1441125985,27.7,66,264,1013.4
1441126286,27.7,66,257,1013.4
1441126586,27.7,66,255,1013.5
1441126886,27.7,66,252,1013.6
1441127190,27.8,66,253,1013.5
1441127491,27.7,66,255,1013.5
1441127795,27.7,66,249,1013.5
1441128095,27.7,66,245,1013.5
1441128395,27.7,66,252,1013.4
1441128696,27.7,66,250,1013.4
1441128996,27.7,66,245,1013.3
1441129296,27.7,66,241,1013.2
1441129596,27.7,66,242,1013.2
1441129897,27.7,66,253,1013.2
1441130197,27.7,66,250,1013.3
1441130501,27.5,66,238,1013.3
1441130804,27.5,66,248,1013.4
1441131108,27.4,66,242,1013.3
1441131414,27.4,66,241,1013.5
1441131714,27.3,66,242,1013.3
1441132018,27.3,66,240,1013.4
1441132318,27.2,66,244,1013.5
1441132621,27.2,66,244,1013.6
1441132922,27.1,66,234,1013.5
1441133223,27,66,236,1013.7
1441133523,26.8,67,228,1013.8
1441133824,26.7,67,228,1013.9
1441133829,26.3,68,,1014
1441134506,26.4,68,263,1013.9
1441134700,26.5,68,250,1013.8
1441135004,26.5,68,240,1013.9
1441135304,26.6,68,249,1013.8
1441135609,26.7,67,240,1014
1441135909,26.8,67,233,1014
1441136209,26.8,67,229,1013.9
1441136510,26.9,66,230,1014
1441136814,26.9,66,231,1013.9
1441137118,26.9,66,234,1013.8
1441137420,26.9,66,230,1013.8
1441137723,26.9,65,237,1013.9
1441138027,26.9,65,234,1013.8
1441138327,26.9,65,225,1013.8
1441138631,26.9,65,219,1013.8
1441138936,26.9,65,233,1013.7
1441139240,26.9,65,233,1013.8
1441139540,26.9,65,231,1013.9
1441139839,26.9,65,235,1013.9
1441140144,27,65,220,1014
1441140448,27,65,234,1013.9
1441140747,27,65,236,1013.8
1441141052,27,65,238,1013.8
1441141356,27,65,238,1013.7
1441141659,27,65,241,1013.8
1441141960,26.9,65,236,1013.9
1441142261,26.9,65,233,1013.9
1441142561,26.9,65,239,1013.8
1441142865,26.9,64,243,1013.8
1441143168,26.9,65,237,1013.7
1441143472,26.9,65,233,1013.7
1441143777,26.9,65,237,1013.8
1441144077,26.9,65,236,1013.8
1441144377,26.9,65,238,1013.8
1441144682,26.9,65,241,1014
1441144986,26.9,65,241,1014
1441145289,26.9,65,241,1013.9
1441145593,26.9,65,228,1013.8
1441145897,26.9,65,235,1013.9
1441146201,26.9,65,232,1013.9
1441146505,26.9,65,236,1013.9
1441146809,26.9,65,239,1014
1441147109,26.9,65,238,1013.9
1441147413,26.9,65,242,1014
1441147713,26.9,65,235,1014
1441148018,26.9,66,234,1013.8
1441148322,26.9,66,238,1013.8
1441148626,26.9,66,237,1014
1441148926,26.9,66,231,1013.9
1441149230,26.9,66,240,1014.1
1441149533,26.9,66,233,1014.1
1441149837,26.9,66,228,1014.1
1441150142,26.9,66,229,1013.9
1441150442,26.9,66,231,1013.9
1441150747,26.7,66,223,1013.9
1441151051,26.5,66,222,1014
1441151355,26.4,67,221,1013.9
1441151655,26.3,67,236,1013.7
1441151959,26.4,67,233,1013.8
1441152259,26.4,67,231,1014
1441152563,26.4,67,229,1014
1441152867,26.4,67,244,1013.9
1441153171,26.5,66,232,1013.9
1441153472,26.4,66,233,1013.9
1441153776,26.5,66,232,1013.7
1441154076,26.4,66,235,1013.7
1441154380,26.5,66,228,1013.7
1441154684,26.4,66,229,1013.6
1441154984,26.4,66,240,1013.6
1441155284,26.4,66,237,1013.6
1441155588,26.5,66,243,1013.6
1441155893,26.5,66,245,1013.5
1441156197,26.5,65,253,1013.6
1441156497,26.5,65,262,1013.3
1441156798,26.6,65,267,1013.4
1441157098,26.6,65,269,1013.3
1441157399,26.6,65,277,1013.4
1441157703,26.6,65,281,1013.3
1441158007,26.6,65,280,1013.4
1441158307,26.6,65,272,1013.4
1441158607,26.6,65,281,1013.3
1441158907,26.6,65,281,1013.3
1441159211,26.6,65,283,1013.3
1441159511,26.6,65,295,1013.3
1441159815,26.6,65,288,1013.3
1441160119,26.6,65,287,1013.3
1441160423,26.6,65,290,1013.3
1441160727,26.6,66,285,1013.3
1441161032,26.6,65,284,1013.3
1441161332,26.6,66,286,1013.2
1441161637,26.7,65,283,1013.2
1441161941,26.6,66,276,1013.2
1441162240,26.7,66,283,1013.1
1441162540,26.6,66,284,1012.9
1441162845,26.7,66,278,1013
1441163145,26.6,66,282,1013.1
1441163448,26.6,66,287,1012.9
1441163752,26.6,66,279,1012.7
1441164053,26.6,66,289,1012.8
1441164357,26.6,66,281,1012.8
1441164661,26.6,66,286,1012.7
1441164962,26.6,66,287,1012.6
1441165263,26.6,66,286,1012.6
1441165566,26.6,66,281,1012.5
1441165868,26.6,66,284,1012.4
1441166168,26.6,66,281,1012.5
1441166471,26.6,66,289,1012.4
1441166771,26.6,66,292,1012.5
1441167072,26.6,66,293,1012.4
1441167372,26.6,66,291,1012.3
1441167672,26.6,66,278,1012.1
1441167972,26.6,67,286,1012.1
1441168273,26.6,66,283,1012.3
1441168577,26.6,67,293,1012.3
1441168876,26.6,67,285,1012.3
1441169176,26.6,67,281,1012.3
1441169481,26.6,67,289,1012.4
1441169784,26.6,67,285,1012.4
1441170084,26.6,67,291,1012.4
1441170388,26.6,67,295,1012.6
1441170692,26.6,67,289,1012.7
1441170996,26.6,67,293,1012.5
1441171297,26.6,67,296,1012.6
1441171597,26.5,67,291,1012.5
1441171898,26.6,67,294,1012.8
1441172202,26.5,67,305,1012.7
1441172503,26.6,67,303,1012.8
1441172807,26.6,67,301,1012.8
1441173109,26.6,67,308,1012.6
1441173410,26.5,67,308,1012.7
1441173714,26.5,67,304,1012.8
1441174017,26.5,67,297,1012.7
1441174322,26.5,67,294,1012.7
1441174626,26.5,67,298,1012.5
1441174931,26.5,67,300,1012.6
1441175235,26.5,67,293,1012.5
1441175537,26.5,67,295,1012.8
1441175841,26.5,68,293,1012.7
1441176145,26.5,68,303,1012.8
1441176445,26.5,68,299,1012.9
1441176749,26.5,68,298,1012.8
1441177049,26.5,68,294,1012.8
1441177350,26.5,68,293,1012.9
1441177654,26.5,68,294,1013.1
1441177959,26.5,68,301,1013.1
1441178263,26.5,68,278,1013.3
1441178564,26.5,68,282,1013.3
1441178864,26.5,68,281,1013.4
1441179163,26.5,68,286,1013.6
1441179463,26.5,69,305,1013.7
1441179765,26.5,69,296,1013.8
1441180065,26.5,69,288,1013.7
1441180368,26.4,68,278,1013.7
1441180669,26.4,68,265,1013.8
1441180973,26.3,68,271,1013.9
1441181273,26.2,68,274,1013.8
1441181577,26,69,258,1013.9
1441181877,25.9,69,254,1013.8
1441182181,25.8,69,250,1013.8
1441182482,25.7,69,249,1013.6
1441182785,25.7,69,256,1014
1441183085,25.6,69,245,1014.1
1441183386,25.6,69,250,1014.2
1441183686,25.6,69,249,1014.3
1441183990,25.6,69,258,1014.4
1441184294,25.6,69,254,1014.2
1441184594,25.6,69,249,1014.3
1441184895,25.6,69,244,1014.2
1441185199,25.6,68,238,1014.4
1441185499,25.5,69,235,1014.3
1441185799,25.5,69,250,1014.5
1441186103,25.5,69,240,1014.4
1441186407,25.5,69,246,1014.4
1441186707,25.4,69,245,1014.5
1441187008,25.4,70,247,1014.4
1441187308,25.4,70,251,1014.3
1441187613,25.4,70,244,1014.3
1441187917,25.4,69,238,1014.3
1441188220,25.3,69,241,1014.3
1441188524,25.2,68,229,1014.3
1441188828,25.2,69,227,1014.3
1441189128,25.1,69,241,1014
1441189432,25.1,69,253,1014
1441189732,25.1,69,250,1014
1441190032,25,70,243,1014
1441190332,25,70,227,1013.9
1441190633,25,70,233,1014
1441190933,25,71,226,1014
1441191234,25,71,224,1014
1441191534,25,71,225,1014.1
1441191838,25.1,71,226,1014
1441192138,25.1,71,221,1013.9
1441192442,25.2,71,221,1013.9
1441192746,25.3,71,255,1013.8
1441193050,25.4,70,249,1013.8
1441193353,25.4,70,251,1013.7
1441193657,25.5,70,244,1013.8
1441193960,25.6,69,239,1013.9
1441194264,25.7,69,245,1013.8
1441194567,25.8,69,245,1013.8
1441194871,25.9,69,263,1013.8
1441195174,25.9,68,267,1013.7
1441195478,26,68,260,1013.5
1441195782,26,68,263,1013.6
1441196085,26.1,68,254,1013.5
1441196386,26.1,68,254,1013.5
1441196690,26.1,67,272,1013.6
1441196993,26.2,67,289,1013.4
1441197297,26.2,67,268,1013.4
1441197600,26.2,67,285,1013.4
1441197904,26.2,67,272,1013.3
1441198208,26.2,67,272,1013.4
1441198511,26.2,67,264,1013.3
1441198815,26.2,67,262,1013.2
1441199119,26.2,67,287,1013.2
1441199423,26.2,67,257,1012.9
1441199726,26.2,67,290,1013
1441200030,26.2,67,254,1012.9
1441200333,26.3,67,256,1012.8
1441202071,25.7,69,272,1012.9
1441202372,25.8,68,262,1012.9
1441202676,25.9,68,259,1012.9
1441202980,25.9,68,261,1012.9
1441203281,25.9,68,256,1012.9
1441203585,26,68,261,1012.7
1441203888,26,68,255,1012.6
1441204188,26,67,251,1012.6
1441204492,26.1,67,246,1012.5
1441204792,26.1,67,255,1012.4
1441205096,26.1,67,255,1012.5
1441205400,26.1,67,249,1012.3
1441205700,26.1,67,232,1012.5
1441206000,26.1,67,232,1012.5
1441206300,26.1,67,235,1012.5
1441206605,26.1,67,228,1012.6
1441206905,26,67,232,1012.5
1441207210,26,66,245,1012.4
1441207510,26.1,67,249,1012.4
1441207814,26.1,67,249,1012.5
1441208118,26.1,66,262,1012.4
1441208419,26.1,66,244,1012.3
1441208723,26.1,66,242,1012.4
1441209026,26.1,66,229,1012.4
1441209326,26.1,66,238,1012.3
1441209627,26.1,66,250,1012.3
1441209927,26,66,231,1012.5
1441210227,26.1,66,237,1012.4
1441210527,26,66,224,1012.3
1441210826,26,65,234,1012.3
1441211127,26,65,238,1012.3
1441211427,26,65,234,1012.3
1441211727,25.9,65,227,1012.3
1441212028,26,65,235,1012.3
1441212332,25.9,66,258,1012.2
1441212637,26,66,287,1012.4
1441212937,26.1,66,288,1012.4
1441213236,26.1,66,303,1012.4
1441213541,26.1,66,327,1012.2
1441213842,26.2,66,343,1012
1441214142,26.2,66,328,1012.2
1441214441,26.2,66,341,1012.2
1441214742,26.2,66,339,1012.1
1441215047,26.2,66,344,1012
1441215347,26.2,65,299,1012.1
1441215651,26.1,65,269,1012
1441215952,26,65,253,1012.1
1441216251,25.9,66,228,1012.1
1441216555,25.8,66,233,1012.1
1441216859,25.8,66,227,1012.1
1441217163,25.7,66,226,1012
1441217463,25.6,66,215,1012
1441217764,25.6,66,220,1012.1
1441218068,25.6,66,214,1012.2
1441218368,25.5,66,225,1012.1
1441218669,25.5,66,222,1012.2
1441218969,25.4,66,218,1012.1
1441219273,25.4,66,216,1012
1441219573,25.4,66,224,1012
1441219877,25.4,66,222,1012.1
1441220180,25.4,67,219,1012.3
1441220481,25.3,67,217,1012.3
1441220785,25.3,67,218,1012.4
1441221090,25.3,67,223,1012.3
1441221390,25.3,67,225,1012.4
1441221689,25.3,67,220,1012.4
1441221990,25.2,68,211,1012.5
1441222291,25.3,68,218,1012.5
1441222595,25.2,68,214,1012.6
1441222898,25.2,68,213,1012.5
1441223198,25.2,68,216,1012.5
1441223498,25.1,68,217,1012.7
1441223798,25.1,68,226,1012.7
1441224099,25.1,69,238,1012.7
1441224399,25.1,68,229,1012.5
1441224699,25.1,68,237,1012.5
1441225000,25.1,68,226,1012.4
1441225305,25.2,68,228,1012.5
1441225606,25.2,68,222,1012.6
1441225909,25.2,68,227,1012.6
1441226209,25.1,68,215,1012.4
1441226509,25.1,68,218,1012.5
1441226810,25.1,68,271,1012.4
1441227114,25.2,68,280,1012.4
1441227418,25.1,68,242,1012.4
1441227718,25.1,69,227,1012.3
1441228022,25.1,69,214,1012.1
1441228326,25,69,212,1012.2
1441228627,25,69,219,1012.3
1441228931,25,69,211,1012.4
1441229232,25,69,219,1012.2
1441229536,25,69,217,1012.2
1441229836,25,69,219,1012.3
1441230136,25,69,219,1012.4
1441230436,25,70,217,1012.4
1441230741,24.9,70,207,1012.3
1441231041,24.9,70,216,1012.4
1441231342,24.8,70,214,1012.4
1441231642,24.7,71,212,1012.6
1441231942,24.7,71,213,1012.7
1441232242,24.6,71,213,1012.7
1441232546,24.6,71,210,1012.7
1441232846,24.5,71,209,1012.6
1441233146,24.5,71,204,1012.7
1441233447,24.4,71,208,1012.8
1441233747,24.4,71,208,1012.8
1441234047,24.4,72,205,1012.7
1441234347,24.4,72,217,1012.7
1441234648,24.6,72,244,1012.6
1441234948,24.7,71,253,1012.5
1441235248,24.8,71,267,1012.6
1441235548,25,71,279,1012.4
1441235849,25,71,279,1012.1
1441236149,25.1,70,287,1012
1441236450,25.2,70,297,1012
1441236754,25.2,70,308,1012.1
1441237055,25.3,70,323,1012.1
1441237359,25.3,70,331,1011.9
1441237659,25.3,70,342,1011.6
1441237959,25.4,70,347,1011.6
1441238259,25.4,70,352,1011.6
1441238563,25.4,69,345,1011.4
1441238863,25.4,69,354,1011.3
1441239164,25.4,69,372,1011.3
1441239464,25.4,69,366,1011.4
1441239768,25.4,69,379,1011.4
1441240069,25.4,69,396,1011.4
1441240370,25.5,69,417,1011.6
1441240674,25.5,69,423,1011.4
1441240974,25.5,69,416,1011.3
1441241275,25.5,69,425,1011.3
1441241575,25.5,69,433,1011.3
1441241876,25.5,69,459,1011.4
1441242176,25.5,69,469,1011.3
1441242476,25.5,69,474,1011.4
1441242777,25.5,69,486,1011.3
1441243077,25.5,69,497,1011.2
1441243376,25.5,68,506,1010.9
1441243677,25.5,69,512,1010.8
1441243978,25.5,69,529,1010.6
1441244282,25.5,69,552,1010.5
1441244586,25.6,69,553,1010.4
1441244887,25.5,69,560,1010.3
1441245191,25.6,69,581,1010.6
1441245492,25.6,69,575,1010.6
1441245792,25.6,69,567,1010.1
1441246092,25.6,69,574,1010.2
1441246393,25.6,69,590,1010.3
1441246693,25.6,69,597,1010.1
1441246997,25.6,69,594,1010.3
1441247297,25.6,69,602,1010.2
1441247601,25.6,69,608,1010.3
1441247902,25.6,69,604,1010.1
1441248202,25.7,69,614,1009.8
1441248503,25.6,69,628,1010.1
1441248807,25.7,69,614,1010.1
1441249107,25.6,69,621,1010.2
1441249410,25.7,69,619,1010.1
1441249710,25.6,69,624,1010.2
1441250012,25.7,69,620,1010.5
1441250312,25.6,69,618,1010.5
1441250612,25.7,69,615,1010.6
1441250912,25.6,69,631,1010.7
1441251213,25.7,69,625,1010.6
1441251517,25.6,69,604,1010.7
1441251817,25.6,69,609,1010.5
1441252117,25.6,69,626,1010.5
1441252417,25.6,69,616,1010.5
1441252718,25.6,69,608,1010.5
1441253020,25.7,69,619,1010.5
1441253321,25.6,69,602,1010.5
1441253624,25.7,69,607,1010.2
1441253928,25.7,69,629,1010
1441254233,25.7,69,615,1010.2
1441254533,25.7,69,629,1010.1
1441254837,25.7,69,634,1010.2
1441255137,25.7,69,616,1010.1
1441255440,25.7,69,639,1010.2
1441255745,25.7,69,642,1009.9
1441256046,25.7,69,620,1010
1441256346,25.6,69,630,1010
1441256645,25.6,69,603,1010.1
1441256946,25.6,69,612,1010
1441257251,25.6,69,610,1009.9
1441257551,25.6,68,598,1009.9
1441257851,25.6,68,574,1010
1441258151,25.5,69,565,1010
1441258452,25.6,68,558,1010.1
1441258752,25.5,69,574,1010.1
1441259056,25.5,68,548,1010.1
1441259356,25.5,68,550,1010.1
1441259659,25.5,68,541,1010.3
1441259959,25.5,68,552,1010.2
1441260259,25.5,68,529,1010.3
1441260559,25.5,68,532,1010.3
1441260864,25.5,68,550,1010.4
1441261165,25.5,68,530,1010.4
1441261469,25.5,68,540,1010.4
1441261769,25.5,68,536,1010.5
1441262073,25.5,68,526,1010.5
1441262373,25.5,68,511,1010.8
1441262677,25.5,68,519,1010.8
1441262977,25.5,68,500,1010.7
1441263282,25.5,68,511,1010.9
1441263582,25.4,68,521,1011.1
1441263882,25.4,68,503,1011.2
1441264182,25.3,66,419,1011.2
1441264487,25,66,327,1011.1
1441264787,24.7,66,297,1011.2
1441265091,24.5,67,260,1011.1
1441265395,24.2,67,240,1011.2
1441265695,24.1,67,228,1011.1
1441265999,24.1,67,225,1011.1
1441266302,24.1,67,229,1011.2
1441266606,24,67,227,1011.3
1441266909,24,67,227,1011.2
1441267209,24,67,214,1011.2
1441267513,24,68,220,1011.2
1441267814,24,68,210,1011.2
1441268118,24,68,222,1011.1
1441268422,24.1,67,217,1011.1
1441268726,24.1,67,221,1011.3
1441269030,24.1,67,217,1011.5
1441269334,24.2,67,217,1011.5
1441269638,24.2,67,223,1011.5
1441269938,24.3,67,219,1011.8
1441270239,24.3,67,226,1011.9
1441270539,24.2,68,221,1012.1
1441270843,24.2,68,223,1012.4
1441271144,24.2,68,220,1012.3
1441271448,24.1,68,224,1012.4
1441271748,24.1,68,215,1012
1441272052,24.1,68,220,1012.1
1441272353,24.1,69,213,1012
1441272657,24,69,214,1012.3
1441272961,24,69,218,1012.2
1441273265,24.1,69,221,1012.1
1441273568,24.1,69,209,1012.1
1441273872,24.1,69,217,1012.3
1441274175,24.2,69,223,1012.3
1441274479,24.2,68,216,1012.2
1441274779,24.3,68,216,1012.3
1441275084,24.4,68,263,1012.3
1441275387,24.5,68,304,1012.2
1441275691,24.6,68,310,1012
1441275995,24.6,67,300,1012
1441276299,24.7,67,307,1012
1441276603,24.7,67,291,1011.8
1441276903,24.7,67,305,1011.8
1441277207,24.8,66,272,1011.8
1441277511,24.8,66,273,1011.8
1441277815,24.8,66,247,1011.7
1441278119,24.8,65,257,1011.7
1441278419,24.8,65,256,1011.8
1441278723,24.7,65,248,1011.8
1441279027,24.7,65,238,1011.7
1441279331,24.7,65,272,1011.6
1441279634,24.9,65,315,1011.7
1441279935,25,65,388,1011.8
1441280238,25,65,417,1011.7
1441280539,25.1,65,411,1011.7
1441280840,25.2,65,428,1011.7
1441281144,25.2,66,456,1011.8
1441281447,25.3,66,469,1011.9
1441281747,25.3,66,467,1011.9
1441282052,25.3,66,466,1011.9
1441282356,25.3,66,482,1012
1441282657,25.4,66,489,1012
1441282961,25.4,66,498,1012
1441283263,25.4,66,533,1011.9
1441283563,25.4,66,519,1011.7
1441283864,25.4,65,519,1011.6
1441284164,25.4,65,518,1011.4
1441284469,25.4,65,487,1011.5
1441284773,25.4,66,518,1011.6
1441285076,25.4,66,551,1011.6
1441285377,25.4,66,525,1011.5
1441285677,25.4,66,518,1011.5
1441285981,25.4,65,498,1011.4
1441286286,25.4,65,482,1011.5
1441286591,25.4,66,486,1011.4
1441286895,25.4,65,446,1011.4
1441287198,25.4,65,398,1011.4
1441287502,25.4,65,381,1011.4
1441287806,25.4,65,351,1011.3
1441288107,25.4,65,327,1011.3
1441288411,25.4,65,323,1011.1
1441288711,25.4,65,311,1011.3
1441289015,25.4,65,303,1011
1441289315,25.4,64,289,1010.9
1441289615,25.3,64,278,1010.9
1441289916,25.3,64,246,1011
1441290220,25.3,64,238,1010.9
1441290521,25.3,64,238,1011
1441290821,25.2,65,234,1010.9
1441291125,25.3,65,234,1010.9
1441291429,25.2,65,229,1010.9
1441291728,25.2,65,221,1010.9
1441292033,25.1,65,222,1011
1441292333,25.1,65,225,1011
1441292633,25,65,222,1011
1441292937,25,65,215,1011
1441293241,24.9,66,216,1011
1441293542,24.9,66,219,1011.1
1441293842,24.8,66,225,1010.9
1441294142,24.8,66,226,1011.2
1441294446,24.8,67,230,1011.2
1441294750,24.9,66,222,1011.1
1441295054,24.8,67,246,1011.2
1441295358,24.9,67,231,1011.1
1441295658,24.8,67,215,1011.1
1441295962,24.8,67,221,1011.1
1441296267,24.8,67,212,1010.9
1441296571,24.7,67,211,1011
1441296871,24.7,67,216,1011
1441297171,24.6,67,210,1011
1441297471,24.6,67,223,1011.1
1441297772,24.5,67,214,1011.1
1441298072,24.5,67,223,1011.2
